Neck,Torso
35.27784736575122,7.2236263585280955
34.993139558206835,6.072605086761008
34.86573468988222,5.890056537647956
35.22624606198834,5.214759961675894
35.40529595616827,4.841583460369456
35.40529595616827,4.824188317134932
35.27784736575122,5.139731622560302
34.4324681727696,4.926325529439919
32.95673343045678,4.525727860304751
31.577269756886672,4.342722849940086
28.553038638366584,5.266812913382092
26.826508614349947,5.713859262694778
26.033456342282243,6.271086372539304
25.28616326685808,6.201404255663
25.662858986860773,6.095303777713992
41.620144694589754,6.747203066279917
41.218672701336,7.193616656196568
41.25363558721679,7.287248051770917
41.69713951476973,7.437566372661584
42.121675869197105,7.41321589597484
41.98940978898846,7.40110001636361
42.13453352064708,7.481491436447629
42.121675869197105,7.524831673748566
40.26225034547478,6.428910286764164
38.77480004963573,6.712716065358737
38.58414655502118,6.509516769087079
37.730673548713945,7.088234689165463
37.267171250553076,7.190875634647115
31.991239757487683,9.892958570747396
29.6838984672085,5.872509978251461
21.732143669319584,2.3027885335026235
17.66468626517574,4.269885607242658
14.093920558417343,5.268964814982618
25.707735431076898,10.17460949453525
27.733029102664833,8.088132112437325
50.2206956664364,1.0652965094734153
47.012838933322726,3.701291624248261
45.72904993154228,6.039051460512598
46.13107161603545,5.34663308232928
45.58582094626233,5.710454301278361
45.17973632915277,5.700640426586896
45.46790578970644,5.983110024376542
44.62625639799242,5.885727697709435
44.057008950639656,5.690860113925852
43.91275942999907,5.59337596010779
43.77278389456863,5.536369978482135
45.73370451261964,4.189357997892001
45.4577342415977,4.868265071389498
45.04439216935006,5.942357331175659
45.04439216935006,6.3289224492713805
45.04439216935006,6.30746160691205
45.183746318945296,6.296785450453318
44.35565429815635,7.0039864397042155
44.49497012210313,6.458426066641436
44.90438569911084,6.361387797067172
44.227427133252405,6.652389317879202
43.80634069576683,5.962664300215188
43.94563692881641,5.942357331175659
45.890702696684656,5.548069085491248
47.068108253259986,4.770083289299345
45.64071238155169,3.598130461935317
47.56455568015717,1.713091621020479
48.02501447581127,0.2680231029964459
46.897544648413195,0.2655260296335452
46.676072849706806,0.6166683660988811
47.681433791449216,0.08906242752028398
48.29176968127771,0.9873028258967725
50.47866706761325,1.4904294630576755
53.385634011677126,2.0348494227212552
52.76381782077701,0.36892688705639326
55.95694716793274,0.0923824150614833
50.96999098823751,0.19159591706573753
47.764929825478234,1.2642977414953547
37.99856155956846,3.2396106860171625
26.42791371304594,8.556148467019668
25.18482223801152,10.296995540657349
22.044614770705977,10.503144862150746
21.414261352812847,9.75912443294654
21.140803462321752,9.543611372819875
21.535740962467667,9.528360722537922
23.711222657321105,9.265123299250966
25.331894964362633,10.27828085206435
25.45137375329381,10.180610422288105
25.722067441726438,9.10563223903482
28.071688654699713,8.853377033255022
28.511246254214033,8.245946962145233
30.029594117056533,8.060080933599567
31.166963930687096,7.529326486117563
31.92407699787243,6.4405352951008235
31.986314500436077,6.6578221579514025
32.047961730975345,6.7445696028153534
36.11708145997547,5.7301834278078285
36.679563201217206,5.042456933436221
36.79198909092983,5.818249892509677
36.04666955100313,6.188373461098503
35.33247327742899,6.275044548795713
35.00903188537468,6.3505292224414465
35.611168622453754,6.114894771958953
39.176996729716095,5.047069943501892
44.280527688995704,5.082513603811991
46.91312510801969,5.1171413286160785
48.87397904070375,5.175970116343597
49.341359410671494,5.201202252471
50.14673224684627,5.27640803530348
49.39839936836733,5.28496634580928
50.106930495702336,5.434044583610315
50.084858765831065,5.356381778821833
50.3427511544018,5.501896678328492
50.44880850565079,5.690085331069039
47.60915704087771,5.545635709824381
41.40281519309882,5.316784500609202
38.18233775037268,5.209667569009554
37.03630402310629,5.3632552435967416
34.651671786273695,5.167613570442465
33.186036262885615,5.325168451737663
31.818537303389746,5.114259451859418
32.18045543908169,3.8144017220851727
40.09327091866198,3.4592883311963907
45.25906245204632,3.6512477389501816
34.622240392881416,1.7690396328611497
23.914837441355868,4.185107692176224
37.35503948030193,1.3708696470642459
41.62232039167059,1.5401656036743412
22.241477759785155,0.8436883811913145
24.487803063917394,0.45966745448685176
34.49133841480706,3.869665943003507
27.657938576338164,1.1084502041195774
29.13455523320821,1.233192409829904
29.938885180289677,0.10477929374143169
18.70283401587241,0.09965024812664253
37.830921738338084,2.8112466881998324
69.20804287807749,28.392652470017918
70.52767085136404,29.43953126771349
76.13514778900631,28.544871981307466
80.53139172924578,34.74809939668251
45.609998529881615,0.21033114867444086
34.940851638489804,4.257371542842479
28.22903815148716,7.088234689165361
25.94074608838708,6.003416796834109
25.647140630792617,7.068800663324555
25.832635094519418,6.951403676280538
26.127124948338857,6.164425520701774
27.17787043499302,6.413475123853691
34.75894208249427,5.2656237907253995
39.153509683856285,1.5698508922635148
52.10814074622569,1.3151511897381962
55.332528463409155,7.788660261991968
46.69915911818926,1.9771246759425145
38.803258652935554,1.1944359170698526
33.51614840221136,0.17431138321967957
29.352836179933547,3.4399265141771496
26.591706365663285,7.633672585899216
27.53303837783477,8.395725639679274
41.418613418858364,6.003416796834169
43.59502128328206,2.611352036379292
44.30802785916883,2.641585497546397
40.16918725572959,0.16239272302510047
26.672547404140577,9.726923229674329
32.05493011647574,15.394130785110086
30.742687049172677,13.342109253155643
34.855327532795016,3.0997632341740475
34.701933100081995,2.0978894191381827
35.35422070102082,1.8663847266314708
37.81528244844335,2.6917590719695466
37.45327133556424,2.6816356012527907
36.679563201217206,1.8450695980623937
35.50885949688872,1.9609850526638244
35.72434536902967,2.0580405789653593
35.72434536902967,2.061957240502494
35.93865785583394,1.6219529822073269
36.78424627911422,1.6219529822073269
37.24850982284884,1.7137691277954354
37.85941267066796,2.1298493347586547
37.85941267066796,3.511439036784432
29.451622909449785,4.739050217641192
23.784241348120233,8.684968938205047
20.98705199608124,8.027782743775049
19.552364603980077,8.530964490307722
19.056724922308693,7.196138015074588
21.6888634954048,5.893997356225766
30.348649631012144,6.016588442897911
29.92563552920336,3.899460796878994
28.506391141024963,0.7293934577299029
37.235889812186144,0.10439548766375249
39.5015795371191,0.8200872941684854
36.679563201217206,1.6517114495390983
33.51614840221135,0.0
35.04977255761456,1.0593575660019383
34.57158332008785,1.1652651504628193
35.423732861683064,0.4222145000769856
39.148606036242775,0.8490991991364764
40.045675271783935,0.10594783337714309
36.405526851015814,0.8275280617007007
39.41392956374483,0.1032607566104414
38.4135506704972,0.0
37.7582987484896,0.4071359331568533
38.02914948888807,0.30810510735083974
38.789709806031226,0.10270259155879709
39.107407842324626,0.6184205801209428
40.89195893947214,1.6487262967487397
40.70316982089302,1.8580372717232365
41.159845076903004,2.056868479056025
40.99967445388827,1.5346380629623813
40.45182407125448,1.6398352126028326
40.51032377081201,1.9470840465162125
40.33259955422628,1.9470840465162125
39.980999523382124,2.0384864824409648
40.01286873328313,2.0276140838418697
40.10598561842878,2.6119269258139663
39.93616275423535,2.5160324732278685
39.734912952407484,2.6165351634172462
39.734912952407484,2.319073539301421
39.90452988661835,2.319073539301421
39.840008167474224,1.8185316756462337
38.58794073726947,2.013296613060215
38.28711351013442,1.7206139647807563
38.50338282794766,1.7236736910126298
37.822676403519274,2.2144329495076205
38.839665972031,2.424069473327859
39.21962622816324,2.419784242346845
39.6683860843942,2.5027840129219094
40.477454718387136,3.1078321740102037
40.56726163781668,2.7218231631860412
40.39169751127721,2.6165351634171086
40.39169751127721,2.516032473227725
39.048708373079194,2.41125904540543
38.11530599577529,1.815315213382187
37.45957315975084,1.6108784216776766
37.45957315975084,1.6194575369857516
37.67946062448916,1.8217595524172325
37.01584248552366,1.6994962163142386
35.54296173306445,2.110146604814005
36.679563201217206,2.494028898160726
38.13545089686269,1.9852595769181458
38.956232789915795,1.2040462354253854
38.21258863206131,1.8121101052051118
37.37465069576758,2.1176092913385993
38.00490570141359,2.424069473327859
38.78970980603122,2.5160324732278685
38.71059812886306,2.524942927775974
39.21962622816325,3.1243009927738226
40.04431735297344,2.7170215757718337
40.849289286413814,2.7074690072509595
40.477454718387136,2.6027589420758876
40.99836492187389,2.688563825602401
40.874736795246534,2.494028898160726
41.623648505748356,2.7977510750062664
42.66949338594985,2.7448642444151354
42.14884993259174,3.1416424547630157
39.69186910348817,2.8476285561506414
37.85063128112103,3.3490818947961163
37.89214620458869,3.938357474514973
39.6300501947094,5.025069322424439
40.243131383758865,5.23910929964591
39.65783248332983,4.854085379323317
39.22809907226368,4.74725401723906
39.458923042184516,4.608894885126294
39.2686901282471,4.722727194032464
39.627419870612286,4.722727194032464
40.277009537273344,4.862515728519202
40.59714315746422,5.059964973213733
41.032891838265115,4.952655444295123
41.5056362520089,5.05119582187247
41.330921180351226,4.862515728519128
41.172470593530555,4.763746923201391
40.713857988778244,4.566123848436578
40.06638510374064,4.269484311832926
40.06638510374064,3.9726128956689832
40.368451183039106,3.5702365947383794
40.015930396246596,3.471311871845405
39.2391513504457,3.483419180654578
39.2391513504457,3.807706204341501
39.40620493985932,3.80103411624866
39.40620493985932,3.807706204341501
39.40620493985932,3.70778963229864
39.85020202958745,3.701291624248261
39.516299343971006,3.9144694272262637
39.68365939592577,4.000448577460189
39.348118747798836,4.406692468230872
39.04045318649004,4.314492565929772
39.179114507905716,4.414433400058373
38.63359083646617,4.422201520979921
38.7399860617382,4.337353740501417
39.05505557620059,4.329706529392683
39.22809907226368,4.221944123422801
39.25859806036389,4.322086184890272
